日期,收市,開市,高,低,成交量,更改%
2016年1月7日,"20,349.00","20,852.00","20,878.00","20,258.00",174.11K,-2.45%
2016年1月6日,"20,861.00","21,137.00","21,250.00","20,855.00",132.44K,-1.32%
2016年1月5日,"21,140.00","21,138.00","21,409.00","21,020.00",141.48K,0.08%
2016年1月4日,"21,123.00","21,807.00","21,857.00","21,114.00",131.61K,-3.59%
2015年12月31日,"21,910.00","21,905.00","22,007.00","21,818.00",41.89K,-0.04%
2015年12月30日,"21,918.00","22,070.00","22,156.00","21,903.00",14.58K,-0.63%
2015年12月29日,"22,058.00","21,854.00","22,060.00","21,813.00",85.46K,0.90%
2015年12月28日,"21,862.00","22,112.00","22,186.00","21,832.00",95.99K,-1.41%
2015年12月27日,"22,174.00","22,174.00","22,174.00","22,174.00",-,0.15%
2015年12月24日,"22,140.00","22,095.00","22,297.00","22,080.00",51.22K,0.18%
2015年12月23日,"22,100.00","21,815.00","22,123.00","21,731.00",126.38K,1.30%
2015年12月22日,"21,817.00","21,785.00","21,915.00","21,704.00",92.45K,0.15%
2015年12月21日,"21,784.00","21,785.00","21,852.00","21,564.00",102.71K,-0.01%
2015年12月18日,"21,787.00","21,838.00","21,986.00","21,590.00",117.21K,-0.17%
2015年12月17日,"21,824.00","21,728.00","22,009.00","21,685.00",117.23K,0.40%
2015年12月16日,"21,738.00","21,339.00","21,770.00","21,338.00",107.49K,1.91%
2015年12月15日,"21,331.00","21,288.00","21,409.00","21,101.00",106.33K,0.10%
2015年12月14日,"21,310.00","21,381.00","21,381.00","20,985.00",134.10K,-0.36%
2015年12月11日,"21,387.00","21,621.00","21,743.00","21,385.00",112.30K,-1.11%
2015年12月10日,"21,628.00","21,765.00","21,895.00","21,608.00",105.84K,-0.69%
2015年12月9日,"21,778.00","21,824.00","21,850.00","21,552.00",100.68K,-0.21%
2015年12月8日,"21,823.00","22,280.00","22,318.00","21,710.00",106.54K,-2.05%
2015年12月7日,"22,280.00","22,154.00","22,388.00","22,101.00",84.78K,0.58%
2015年12月4日,"22,152.00","22,425.00","22,521.00","22,047.00",108.29K,-1.18%
2015年12月3日,"22,417.00","22,486.00","22,518.00","22,255.00",104.49K,-0.29%
2015年12月2日,"22,483.00","22,386.00","22,576.00","22,305.00",121.23K,0.42%
2015年12月1日,"22,388.00","21,925.00","22,489.00","21,906.00",134.49K,2.19%
2015年11月30日,"21,909.00","22,003.00","22,167.00","21,856.00",132.08K,-1.36%
2015年11月27日,"22,212.00","22,531.00","22,658.00","22,190.00",14.23K,-1.39%
2015年11月26日,"22,525.00","22,495.00","23,055.00","22,435.00",107.25K,0.14%
2015年11月25日,"22,494.00","22,511.00","22,633.00","22,301.00",139.79K,-0.13%
2015年11月24日,"22,524.00","22,685.00","22,768.00","22,405.00",137.76K,-0.75%
2015年11月23日,"22,695.00","22,760.00","22,882.00","22,617.00",114.89K,-0.29%
2015年11月20日,"22,761.00","22,476.00","22,822.00","22,423.00",98.98K,1.23%
2015年11月19日,"22,484.00","22,137.00","22,574.00","22,101.00",110.49K,1.57%
2015年11月18日,"22,137.00","22,298.00","22,394.00","22,111.00",106.19K,-0.60%
2015年11月17日,"22,270.00","22,050.00","22,488.00","22,021.00",125.63K,1.04%
2015年11月16日,"22,041.00","22,315.00","22,338.00","21,818.00",104.14K,-1.25%
2015年11月13日,"22,319.00","22,898.00","22,945.00","22,257.00",124.65K,-2.58%
2015年11月12日,"22,909.00","22,366.00","22,988.00","22,301.00",139.61K,2.46%
2015年11月11日,"22,359.00","22,370.00","22,428.00","22,195.00",112.28K,-0.06%
2015年11月10日,"22,372.00","22,608.00","22,613.00","22,243.00",115.05K,-1.04%
2015年11月9日,"22,608.00","22,737.00","22,951.00","22,549.00",107.84K,-0.57%
2015年11月6日,"22,737.00","22,968.00","23,054.00","22,708.00",94.74K,-1.00%
2015年11月5日,"22,966.00","23,115.00","23,240.00","22,915.00",114.39K,-0.64%
2015年11月4日,"23,115.00","22,588.00","23,347.00","22,498.00",147.99K,2.37%
2015年11月3日,"22,580.00","22,367.00","22,677.00","22,363.00",81.29K,1.00%
2015年11月2日,"22,357.00","22,694.00","22,694.00","22,230.00",100.45K,-1.44%
2015年10月30日,"22,684.00","22,751.00","22,848.00","22,608.00",100.79K,-0.92%
2015年10月29日,"22,895.00","22,995.00","23,095.00","22,850.00",14.48K,-0.36%
2015年10月28日,"22,978.00","23,096.00","23,130.00","22,927.00",98.02K,-0.40%
2015年10月27日,"23,070.00","23,044.00","23,150.00","22,894.00",139.05K,0.12%
2015年10月26日,"23,043.00","23,177.00","23,538.00","23,036.00",126.37K,-0.59%
2015年10月23日,"23,180.00","22,850.00","23,289.00","22,838.00",100.30K,1.48%
2015年10月22日,"22,843.00","22,915.00","22,990.00","22,710.00",89.55K,-0.38%
2015年10月20日,"22,930.00","23,035.00","23,053.00","22,805.00",94.91K,-0.48%
2015年10月19日,"23,041.00","23,124.00","23,166.00","22,875.00",89.49K,-0.26%
2015年10月16日,"23,100.00","22,919.00","23,132.00","22,880.00",87.55K,0.82%
2015年10月15日,"22,911.00","22,451.00","22,928.00","22,416.00",114.42K,1.98%
2015年10月14日,"22,466.00","22,502.00","22,597.00","22,314.00",91.72K,-0.20%
2015年10月13日,"22,511.00","22,654.00","22,768.00","22,442.00",94.08K,-0.64%
2015年10月12日,"22,655.00","22,405.00","22,759.00","22,396.00",82.01K,1.12%
2015年10月9日,"22,403.00","22,370.00","22,788.00","22,326.00",99.12K,-0.05%
2015年10月8日,"22,415.00","22,482.00","22,649.00","22,151.00",89.04K,-0.26%
2015年10月7日,"22,473.00","21,780.00","22,492.00","21,729.00",92.70K,3.26%
2015年10月6日,"21,764.00","21,856.00","22,149.00","21,682.00",77.04K,-0.38%
2015年10月5日,"21,846.00","21,517.00","21,979.00","21,239.00",78.05K,1.58%
2015年10月2日,"21,507.00","20,825.00","21,528.00","20,821.00",73.87K,3.43%
2015年9月30日,"20,793.00","20,500.00","20,918.00","20,433.00",81.09K,1.55%
2015年9月29日,"20,476.00","21,265.00","21,372.00","20,365.00",22.21K,-3.52%
2015年9月25日,"21,223.00","21,165.00","21,329.00","20,785.00",123.72K,0.20%
2015年9月24日,"21,181.00","21,340.00","21,459.00","21,008.00",126.39K,-0.62%
2015年9月23日,"21,313.00","21,580.00","21,612.00","20,944.00",118.39K,-1.29%
2015年9月22日,"21,592.00","21,691.00","22,128.00","21,572.00",76.36K,-0.41%
2015年9月21日,"21,681.00","22,030.00","22,059.00","21,456.00",72.54K,-1.82%
2015年9月18日,"22,084.00","21,724.00","22,101.00","21,678.00",70.37K,1.63%
2015年9月17日,"21,730.00","21,997.00","22,198.00","21,608.00",91.03K,-1.14%
2015年9月16日,"21,980.00","21,333.00","22,074.00","21,287.00",77.72K,3.03%
2015年9月15日,"21,333.00","21,484.00","21,585.00","21,305.00",52.49K,-0.65%
2015年9月14日,"21,473.00","21,350.00","21,685.00","21,260.00",63.86K,0.46%
2015年9月11日,"21,375.00","21,463.00","21,840.00","21,330.00",67.62K,-0.46%
2015年9月10日,"21,474.00","21,965.00","22,088.00","21,374.00",66.81K,-2.26%
2015年9月9日,"21,971.00","21,309.00","22,176.00","21,252.00",106.85K,3.12%
2015年9月8日,"21,307.00","20,390.00","21,363.00","20,352.00",82.78K,4.31%
2015年9月7日,"20,427.00","20,600.00","20,980.00","20,379.00",69.07K,-0.90%
2015年9月4日,"20,612.00","20,675.00","20,999.00","20,539.00",57.59K,-0.42%
2015年9月2日,"20,699.00","20,862.00","21,190.00","20,614.00",84.11K,-0.86%
2015年9月1日,"20,879.00","21,467.00","21,554.00","20,866.00",66.63K,-2.73%
2015年8月31日,"21,464.00","21,505.00","21,648.00","21,229.00",69.17K,-2.28%
2015年8月28日,"21,965.00","21,782.00","22,249.00","21,768.00",14.58K,0.78%
2015年8月27日,"21,795.00","21,115.00","21,994.00","20,962.00",89.88K,3.23%
2015年8月26日,"21,113.00","21,630.00","22,433.00","21,014.00",136.91K,-2.14%
2015年8月25日,"21,575.00","21,153.00","21,856.00","20,072.00",154.06K,2.12%
2015年8月24日,"21,128.00","22,468.00","22,500.00","21,077.00",102.95K,-6.05%
2015年8月21日,"22,488.00","22,643.00","22,650.00","22,102.00",75.05K,-0.79%
2015年8月20日,"22,666.00","23,070.00","23,160.00","22,514.00",72.34K,-1.77%
2015年8月19日,"23,074.00","23,448.00","23,526.00","23,065.00",66.33K,-1.56%
2015年8月18日,"23,440.00","23,795.00","23,992.00","23,401.00",55.07K,-1.46%
2015年8月17日,"23,787.00","23,943.00","24,020.00","23,663.00",39.07K,-0.69%
2015年8月14日,"23,953.00","24,053.00","24,122.00","23,903.00",34.00K,-0.36%
2015年8月13日,"24,040.00","23,711.00","24,073.00","23,613.00",52.26K,1.35%
2015年8月12日,"23,720.00","24,408.00","24,408.00","23,713.00",69.23K,-2.75%
2015年8月11日,"24,390.00","24,404.00","24,825.00","24,315.00",55.74K,-0.05%
2015年8月10日,"24,401.00","24,472.00","24,548.00","23,980.00",54.89K,-0.20%
2015年8月7日,"24,450.00","24,312.00","24,589.00","24,120.00",46.22K,0.58%
2015年8月6日,"24,310.00","24,475.00","24,617.00","24,230.00",41.97K,-0.65%
2015年8月5日,"24,469.00","24,265.00","24,527.00","24,254.00",34.70K,0.84%
2015年8月4日,"24,264.00","24,281.00","24,479.00","24,144.00",46.01K,-0.06%
2015年8月3日,"24,278.00","24,525.00","24,690.00","24,112.00",51.28K,-1.01%
2015年7月31日,"24,526.00","24,416.00","24,722.00","24,360.00",40.82K,-0.53%
2015年7月30日,"24,656.00","24,625.00","24,863.00","24,588.00",10.71K,0.19%
2015年7月29日,"24,609.00","24,473.00","24,716.00","24,417.00",62.37K,0.57%
2015年7月28日,"24,469.00","24,339.00","24,987.00","24,011.00",129.96K,0.51%
2015年7月27日,"24,346.00","25,170.00","25,170.00","24,245.00",95.52K,-3.24%
2015年7月24日,"25,160.00","25,375.00","25,405.00","25,018.00",57.49K,-0.88%
2015年7月23日,"25,384.00","25,202.00","25,508.00","25,180.00",44.10K,0.60%
2015年7月22日,"25,233.00","25,500.00","25,528.00","25,140.00",47.21K,-1.12%
2015年7月21日,"25,518.00","25,399.00","25,620.00","25,285.00",51.65K,0.51%
2015年7月20日,"25,389.00","25,418.00","25,544.00","25,261.00",48.96K,-0.13%
2015年7月17日,"25,421.00","25,078.00","25,485.00","25,047.00",48.67K,1.41%
2015年7月16日,"25,067.00","25,051.00","25,132.00","24,800.00",47.84K,0.15%
2015年7月15日,"25,030.00","25,037.00","25,181.00","24,811.00",53.62K,0.09%
2015年7月14日,"25,008.00","25,185.00","25,238.00","24,840.00",57.05K,-0.66%
2015年7月13日,"25,174.00","24,908.00","25,240.00","24,521.00",74.96K,1.10%
2015年7月10日,"24,899.00","24,456.00","24,963.00","24,418.00",76.10K,1.80%
2015年7月9日,"24,458.00","23,175.00","24,686.00","23,132.00",116.81K,5.53%
2015年7月8日,"23,176.00","25,019.00","25,023.00","22,714.00",142.33K,-7.39%
2015年7月7日,"25,025.00","25,261.00","25,477.00","24,843.00",81.63K,-1.02%
2015年7月6日,"25,284.00","26,005.00","26,358.00","24,725.00",108.14K,-2.79%
2015年7月3日,"26,011.00","26,313.00","26,418.00","25,898.00",64.45K,-1.21%
2015年7月2日,"26,330.00","26,210.00","26,437.00","26,083.00",56.44K,0.48%
2015年6月30日,"26,204.00","25,917.00","26,496.00","25,870.00",72.62K,0.77%
2015年6月29日,"26,003.00","26,708.00","26,723.00","25,853.00",16.85K,-2.73%
2015年6月26日,"26,733.00","27,151.00","27,158.00","26,417.00",109.13K,-1.50%
2015年6月25日,"27,140.00","27,279.00","27,371.00","27,059.00",93.96K,-0.51%
2015年6月24日,"27,278.00","27,283.00","27,336.00","27,180.00",72.50K,-0.02%
2015年6月23日,"27,283.00","26,943.00","27,316.00","26,887.00",87.50K,1.31%
2015年6月22日,"26,929.00","26,625.00","26,996.00","26,591.00",36.89K,1.08%
2015年6月19日,"26,640.00","26,481.00","26,790.00","26,416.00",60.29K,0.56%
2015年6月18日,"26,491.00","26,551.00","26,700.00","26,342.00",51.77K,-0.18%
2015年6月17日,"26,539.00","26,281.00","26,688.00","26,167.00",58.94K,0.99%
2015年6月16日,"26,278.00","26,591.00","26,648.00","26,272.00",55.85K,-1.21%
2015年6月15日,"26,599.00","27,130.00","27,144.00","26,586.00",47.49K,-1.95%
2015年6月12日,"27,128.00","26,730.00","27,182.00","26,720.00",50.84K,1.42%
2015年6月11日,"26,749.00","26,400.00","26,750.00","26,357.00",47.05K,1.39%
2015年6月10日,"26,382.00","26,734.00","26,880.00","26,287.00",68.63K,-1.32%
2015年6月9日,"26,734.00","27,042.00","27,103.00","26,705.00",56.57K,-1.11%
2015年6月8日,"27,035.00","27,020.00","27,210.00","26,810.00",51.79K,0.09%
2015年6月5日,"27,011.00","27,468.00","27,468.00","26,988.00",60.36K,-1.60%
2015年6月4日,"27,450.00","27,348.00","27,660.00","26,638.00",105.32K,0.30%
2015年6月3日,"27,369.00","27,139.00","27,520.00","27,078.00",55.29K,0.70%
2015年6月2日,"27,179.00","27,211.00","27,370.00","27,090.00",57.87K,-0.19%
2015年6月1日,"27,230.00","27,175.00","27,551.00","26,996.00",62.17K,0.24%
2015年5月29日,"27,164.00","27,118.00","27,315.00","26,947.00",64.18K,-1.60%
2015年5月28日,"27,606.00","28,080.00","28,178.00","27,555.00",15.78K,-1.64%
2015年5月27日,"28,066.00","28,307.00","28,458.00","28,027.00",81.41K,-0.81%
2015年5月26日,"28,296.00","27,984.00","28,560.00","27,984.00",121.12K,1.11%
2015年5月22日,"27,984.00","27,585.00","28,060.00","27,551.00",88.30K,1.42%
2015年5月21日,"27,593.00","27,466.00","27,624.00","27,358.00",53.57K,0.46%
2015年5月20日,"27,468.00","27,678.00","27,719.00","27,404.00",53.06K,-0.76%
2015年5月19日,"27,679.00","27,510.00","27,697.00","27,424.00",50.34K,0.61%
2015年5月18日,"27,510.00","27,868.00","27,925.00","27,345.00",56.25K,-1.27%
2015年5月15日,"27,864.00","27,266.00","27,930.00","27,239.00",69.76K,2.33%
2015年5月14日,"27,230.00","27,185.00","27,300.00","27,056.00",47.85K,0.16%
2015年5月13日,"27,187.00","27,307.00","27,476.00","27,106.00",55.24K,-0.52%
2015年5月12日,"27,329.00","27,623.00","27,714.00","27,313.00",47.32K,-1.10%
2015年5月11日,"27,632.00","27,515.00","27,832.00","27,495.00",49.00K,0.44%
2015年5月8日,"27,510.00","27,180.00","27,624.00","27,000.00",57.47K,1.15%
2015年5月7日,"27,197.00","27,684.00","27,693.00","27,133.00",57.47K,-1.71%
2015年5月6日,"27,669.00","27,792.00","28,033.00","27,512.00",67.56K,-0.37%
2015年5月5日,"27,773.00","28,160.00","28,298.00","27,502.00",75.37K,-1.36%
2015年5月4日,"28,156.00","28,149.00","28,358.00","27,951.00",50.89K,0.18%
2015年4月30日,"28,105.00","28,399.00","28,418.00","27,932.00",63.79K,-0.82%
2015年4月29日,"28,338.00","28,442.00","28,490.00","28,230.00",10.39K,-0.33%
2015年4月28日,"28,433.00","28,448.00","28,510.00","28,230.00",90.73K,0.08%
2015年4月27日,"28,410.00","28,071.00","28,621.00","28,058.00",118.58K,1.34%
2015年4月24日,"28,033.00","27,814.00","28,095.00","27,582.00",91.83K,0.84%
2015年4月23日,"27,799.00","27,801.00","28,215.00","27,706.00",83.19K,-0.03%
2015年4月22日,"27,807.00","27,875.00","28,093.00","27,708.00",71.65K,-0.26%
2015年4月21日,"27,879.00","27,140.00","27,987.00","27,113.00",75.72K,2.73%
2015年4月20日,"27,139.00","27,681.00","27,931.00","26,935.00",94.76K,-1.95%
2015年4月17日,"27,680.00","27,732.00","27,994.00","27,617.00",57.09K,-0.21%
2015年4月16日,"27,739.00","27,645.00","27,841.00","27,470.00",53.57K,0.43%
2015年4月15日,"27,619.00","27,549.00","27,862.00","27,456.00",75.25K,0.17%
2015年4月14日,"27,572.00","28,073.00","28,205.00","27,492.00",77.14K,-1.62%
2015年4月13日,"28,026.00","27,355.00","28,125.00","27,191.00",84.88K,2.66%
2015年4月10日,"27,300.00","27,080.00","27,630.00","26,878.00",84.14K,0.84%
2015年4月9日,"27,073.00","26,244.00","27,999.00","26,244.00",124.31K,3.16%
2015年4月8日,"26,244.00","25,222.00","26,293.00","25,195.00",82.23K,4.08%
2015年4月2日,"25,216.00","25,110.00","25,338.00","25,103.00",43.26K,0.46%
2015年4月1日,"25,100.00","24,963.00","25,140.00","24,860.00",46.80K,0.61%
2015年3月31日,"24,949.00","24,857.00","25,054.00","24,848.00",50.82K,0.33%
2015年3月30日,"24,867.00","24,532.00","24,882.00","24,498.00",14.28K,1.31%
2015年3月27日,"24,546.00","24,505.00","24,577.00","24,408.00",59.63K,0.12%
2015年3月26日,"24,516.00","24,565.00","24,620.00","24,366.00",87.79K,-0.22%
2015年3月25日,"24,571.00","24,442.00","24,647.00","24,407.00",83.24K,0.61%
2015年3月24日,"24,423.00","24,476.00","24,515.00","24,298.00",56.10K,-0.24%
2015年3月23日,"24,482.00","24,403.00","24,569.00","24,403.00",47.05K,0.29%
2015年3月20日,"24,411.00","24,514.00","24,532.00","24,362.00",45.16K,-0.43%
2015年3月19日,"24,517.00","24,131.00","24,533.00","24,096.00",55.03K,1.60%
2015年3月18日,"24,130.00","23,862.00","24,221.00","23,800.00",57.93K,1.10%
2015年3月17日,"23,868.00","23,968.00","24,052.00","23,749.00",48.66K,-0.34%
2015年3月16日,"23,950.00","23,750.00","23,967.00","23,655.00",43.83K,0.80%
2015年3月13日,"23,761.00","23,741.00","23,885.00","23,716.00",38.70K,0.03%
2015年3月12日,"23,755.00","23,680.00","23,835.00","23,588.00",46.18K,0.46%
2015年3月11日,"23,646.00","23,863.00","23,870.00","23,635.00",48.07K,-0.94%
2015年3月10日,"23,870.00","24,063.00","24,111.00","23,805.00",46.87K,-0.83%
2015年3月9日,"24,070.00","24,103.00","24,170.00","23,881.00",50.10K,-0.16%
2015年3月6日,"24,108.00","24,142.00","24,232.00","24,056.00",40.23K,-0.13%
2015年3月5日,"24,139.00","24,340.00","24,340.00","24,071.00",55.89K,-0.85%
2015年3月4日,"24,347.00","24,580.00","24,640.00","24,317.00",51.29K,-0.98%
2015年3月3日,"24,589.00","24,806.00","24,869.00","24,547.00",51.85K,-0.87%
2015年3月2日,"24,804.00","24,777.00","24,987.00","24,587.00",57.83K,0.04%
2015年2月27日,"24,794.00","24,830.00","25,048.00","24,743.00",51.76K,-0.26%
2015年2月26日,"24,858.00","24,809.00","24,950.00","24,725.00",10.24K,0.19%
2015年2月25日,"24,810.00","24,784.00","24,900.00","24,686.00",61.07K,0.11%
2015年2月24日,"24,782.00","24,854.00","24,854.00","24,680.00",90.20K,-0.33%
2015年2月23日,"24,863.00","24,980.00","24,986.00","24,634.00",66.84K,0.06%
2015年2月18日,"24,847.00","24,815.00","24,894.00","24,801.00",16.91K,0.07%
2015年2月17日,"24,830.00","24,750.00","24,892.00","24,660.00",37.21K,0.31%
2015年2月16日,"24,754.00","24,734.00","24,800.00","24,706.00",25.83K,0.11%
2015年2月13日,"24,728.00","24,456.00","24,734.00","24,434.00",44.23K,1.14%
2015年2月12日,"24,450.00","24,310.00","24,569.00","24,233.00",47.70K,0.53%
2015年2月11日,"24,320.00","24,522.00","24,574.00","24,244.00",56.43K,-0.85%
2015年2月10日,"24,528.00","24,500.00","24,621.00","24,396.00",39.72K,0.06%
2015年2月9日,"24,513.00","24,615.00","24,693.00","24,427.00",47.92K,-0.44%
2015年2月6日,"24,622.00","24,769.00","24,854.00","24,616.00",38.99K,-0.60%
2015年2月5日,"24,770.00","24,647.00","25,174.00","24,620.00",68.80K,0.46%
2015年2月4日,"24,656.00","24,556.00","24,846.00","24,556.00",50.93K,0.48%
2015年2月3日,"24,537.00","24,519.00","24,617.00","24,311.00",58.46K,0.14%
2015年2月2日,"24,502.00","24,520.00","24,534.00","24,350.00",46.27K,-0.13%
2015年1月30日,"24,535.00","24,578.00","24,772.00","24,452.00",50.73K,-0.25%
2015年1月29日,"24,597.00","24,858.00","24,858.00","24,568.00",13.50K,-1.13%
2015年1月28日,"24,878.00","24,764.00","25,002.00","24,609.00",70.94K,0.40%
2015年1月27日,"24,778.00","24,869.00","25,020.00","24,684.00",96.81K,-0.34%
2015年1月26日,"24,862.00","24,938.00","24,987.00","24,756.00",72.83K,-0.27%
2015年1月23日,"24,930.00","24,570.00","24,936.00","24,570.00",62.82K,1.42%
2015年1月22日,"24,580.00","24,299.00","24,599.00","24,268.00",54.83K,1.13%
2015年1月21日,"24,305.00","23,962.00","24,379.00","23,946.00",64.36K,1.40%
2015年1月20日,"23,969.00","23,760.00","23,999.00","23,660.00",56.33K,0.83%
2015年1月19日,"23,771.00","24,199.00","24,210.00","23,604.00",78.87K,-1.87%
2015年1月16日,"24,223.00","24,400.00","24,460.00","24,102.00",55.03K,-0.76%
2015年1月15日,"24,408.00","24,126.00","24,466.00","24,001.00",55.83K,1.13%
2015年1月14日,"24,136.00","24,243.00","24,403.00","24,053.00",58.84K,-0.46%
2015年1月13日,"24,248.00","24,051.00","24,291.00","23,900.00",53.76K,0.83%
2015年1月12日,"24,049.00","23,940.00","24,119.00","23,897.00",48.46K,0.49%
2015年1月9日,"23,931.00","23,825.00","24,187.00","23,825.00",61.46K,0.40%
2015年1月8日,"23,835.00","23,679.00","23,915.00","23,635.00",48.41K,0.76%
2015年1月7日,"23,655.00","23,436.00","23,746.00","23,301.00",64.74K,0.92%
2015年1月6日,"23,440.00","23,769.00","23,804.00","23,283.00",63.87K,-1.36%
2015年1月5日,"23,762.00","23,800.00","24,031.00","23,576.00",57.41K,-0.22%
2015年1月2日,"23,815.00","23,676.00","23,850.00","23,628.00",26.77K,0.70%
2014年12月31日,"23,649.00","23,447.00","23,676.00","23,419.00",19.38K,0.32%
2014年12月30日,"23,574.00","23,801.00","23,911.00","23,567.00",13.47K,-1.06%
2014年12月29日,"23,827.00","23,735.00","23,937.00","23,716.00",59.09K,1.81%
2014年12月28日,"23,404.00","23,404.00","23,404.00","23,404.00",-,0.02%
2014年12月24日,"23,400.00","23,360.00","23,465.00","23,320.00",37.65K,0.15%
2014年12月23日,"23,364.00","23,454.00","23,509.00","23,285.00",71.45K,-0.37%
2014年12月22日,"23,450.00","23,149.00","23,497.00","23,100.00",82.59K,1.30%
2014年12月21日,"23,149.00","23,149.00","23,149.00","23,149.00",-,-0.04%
2014年12月19日,"23,159.00","22,799.00","23,187.00","22,799.00",60.12K,1.62%
2014年12月18日,"22,789.00","22,594.00","22,911.00","22,558.00",63.23K,0.86%
2014年12月17日,"22,594.00","22,600.00","22,702.00","22,405.00",63.00K,-0.04%
2014年12月16日,"22,603.00","22,998.00","23,025.00","22,600.00",63.50K,-1.58%
2014年12月15日,"22,966.00","23,165.00","23,165.00","22,812.00",54.34K,-0.46%
2014年12月14日,"23,073.00","23,073.00","23,073.00","23,073.00",-,-0.47%
2014年12月12日,"23,182.00","23,373.00","23,428.00","23,182.00",51.07K,-0.77%
2014年12月11日,"23,363.00","23,474.00","23,495.00","23,130.00",62.58K,-0.57%
2014年12月10日,"23,497.00","23,488.00","23,674.00","23,270.00",67.42K,0.02%
2014年12月9日,"23,493.00","24,025.00","24,050.00","23,384.00",81.38K,-2.22%
2014年12月8日,"24,027.00","24,081.00","24,226.00","24,012.00",52.19K,-0.41%
2014年12月7日,"24,125.00","24,125.00","24,125.00","24,125.00",-,0.18%
2014年12月5日,"24,081.00","23,829.00","24,216.00","23,750.00",96.48K,1.06%
2014年12月4日,"23,828.00","23,402.00","23,873.00","23,399.00",71.95K,1.69%
2014年12月3日,"23,433.00","23,698.00","23,948.00","23,352.00",75.63K,-1.05%
2014年12月2日,"23,681.00","23,293.00","23,808.00","23,201.00",75.54K,1.66%
2014年12月1日,"23,294.00","23,960.00","24,017.00","23,254.00",77.66K,-2.82%
2014年11月30日,"23,970.00","23,970.00","23,970.00","23,970.00",-,-0.04%
2014年11月28日,"23,980.00","24,021.00","24,161.00","23,916.00",44.04K,-0.20%
2014年11月27日,"24,027.00","24,171.00","24,252.00","23,998.00",18.16K,-0.58%
2014年11月26日,"24,167.00","23,908.00","24,213.00","23,832.00",72.50K,1.09%
2014年11月25日,"23,907.00","23,897.00","23,953.00","23,827.00",89.73K,0.05%
2014年11月24日,"23,895.00","23,429.00","23,980.00","23,429.00",87.09K,2.05%
2014年11月21日,"23,415.00","23,284.00","23,524.00","23,194.00",50.53K,0.56%
2014年11月20日,"23,284.00","23,324.00","23,432.00","23,217.00",51.01K,-0.12%
2014年11月19日,"23,311.00","23,433.00","23,531.00","23,310.00",51.39K,-0.55%
2014年11月18日,"23,441.00","23,766.00","23,869.00","23,434.00",63.28K,-1.39%
2014年11月17日,"23,771.00","24,036.00","24,343.00","23,731.00",75.12K,-1.08%
2014年11月14日,"24,030.00","23,981.00","24,087.00","23,944.00",40.24K,0.20%
2014年11月13日,"23,981.00","23,887.00","24,095.00","23,805.00",54.62K,0.29%
2014年11月12日,"23,912.00","23,770.00","24,015.00","23,732.00",45.57K,0.63%
2014年11月11日,"23,763.00","23,745.00","23,937.00","23,726.00",49.70K,0.09%
2014年11月10日,"23,741.00","23,509.00","24,199.00","23,438.00",70.80K,1.01%
2014年11月7日,"23,504.00","23,655.00","23,848.00","23,386.00",80.97K,-0.63%
2014年11月6日,"23,652.00","23,714.00","23,797.00","23,612.00",37.82K,-0.21%
2014年11月5日,"23,702.00","23,823.00","23,888.00","23,587.00",48.40K,-0.46%
2014年11月4日,"23,811.00","23,829.00","24,032.00","23,745.00",51.69K,-0.08%
2014年11月3日,"23,830.00","23,964.00","24,087.00","23,817.00",42.38K,-0.47%
2014年10月31日,"23,943.00","23,686.00","24,080.00","23,565.00",59.11K,1.00%
2014年10月30日,"23,706.00","23,811.00","23,905.00","23,693.00",12.83K,-0.49%
2014年10月29日,"23,823.00","23,558.00","23,889.00","23,554.00",75.51K,1.03%
2014年10月28日,"23,579.00","23,198.00","23,603.00","23,089.00",120.13K,1.55%
2014年10月27日,"23,218.00","23,339.00","23,402.00","22,980.00",75.52K,-0.45%
2014年10月24日,"23,323.00","23,380.00","23,456.00","23,100.00",65.18K,-0.27%
2014年10月23日,"23,387.00","23,345.00","23,431.00","23,247.00",48.77K,0.15%
2014年10月22日,"23,353.00","23,107.00","23,460.00","23,080.00",66.51K,1.07%
2014年10月21日,"23,106.00","23,016.00","23,223.00","22,901.00",68.19K,0.35%
2014年10月20日,"23,026.00","23,043.00","23,290.00","23,000.00",54.10K,-0.06%
2014年10月17日,"23,040.00","22,848.00","23,137.00","22,545.00",72.51K,0.83%
2014年10月16日,"22,851.00","23,085.00","23,117.00","22,775.00",65.35K,-1.04%
2014年10月15日,"23,092.00","22,958.00","23,227.00","22,827.00",60.78K,0.57%
2014年10月14日,"22,960.00","23,180.00","23,405.00","22,946.00",73.23K,-0.93%
2014年10月13日,"23,176.00","23,011.00","23,262.00","22,750.00",70.72K,0.70%
2014年10月10日,"23,016.00","23,481.00","23,498.00","22,994.00",58.08K,-2.02%
2014年10月9日,"23,490.00","23,215.00","23,527.00","23,124.00",56.47K,1.15%
2014年10月8日,"23,223.00","23,335.00","23,353.00","23,106.00",55.09K,-0.52%
2014年10月7日,"23,344.00","23,250.00","23,461.00","23,140.00",69.18K,0.40%
2014年10月6日,"23,251.00","23,001.00","23,395.00","22,822.00",70.50K,1.12%
2014年10月3日,"22,993.00","22,821.00","23,100.00","22,511.00",86.97K,0.76%
2014年9月30日,"22,820.00","23,200.00","23,219.00","22,800.00",79.77K,-1.76%
2014年9月29日,"23,228.00","23,670.00","23,709.00","23,117.00",20.66K,-1.87%
